Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),LWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
usa,wy022,41.3,-107.7,3150,1401,1983,582,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.067030898,-4.906946696,17.85305562,,64.4585131,3,47,,0.084347169,0.065570534,0.087911159,0.081610524,0.12819267,0.12917862,0.01652284,0.023907571,19.05048129,1.675745803,16.91038332
usa,wy023,44.37,-110.13,2580,1388,1983,595,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.077343138,-4.906946696,0.381475547,18,278.3762393,1,53,0.156098093,0.119378982,0.093145214,0.098006774,0.104725177,0.251430983,0.265343457,0.014268912,0.022072587,14.83147123,1.611124118,10.21079003
usa,wy024,44.78,-107.87,2820,1508,1983,475,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.103053145,-4.906946696,1.220721752,20,336.4007326,1,53,0.178421258,0.072283109,0.06850007,0.117225134,0.110998872,0.205405099,0.172394088,0.014826533,0.022475528,17.74858169,1.767216371,16.37855155
usa,wy025,43.72,-110.05,2820,1672,1983,311,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.071533734,-4.906946696,0.091554131,,407.3460707,1,53,0.430095117,0.124297514,0.088171678,0.088456725,0.087385383,0.235522319,0.255070702,0.014485347,0.022045044,13.22548645,1.53947878,6.921781111
usa,wy030,41.37,-106.23,3235,1097,1999,902,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.07820072,-4.906946696,0.473029679,16,450.2316363,3,53,0.215139846,0.089419583,0.068271509,0.10402372,0.086873021,0.164531528,0.137068857,0.014973758,0.020668971,17.99357932,1.689347183,15.98062841
europe,yugo001,46.47,13.75,1600,1757,1981,224,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.167645486,-3.98,1.20546273,31,535.907226,5,80,,0.101015027,0.110658985,0.231690142,0.357080108,0.373362294,0.520792274,0.01802994,0.02537455,16.39633702,1.391394246,10.50846867
europe,yugo002,44.83,15,1550,1868,1981,113,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.1824397,-3.98,5.920500496,27,726.4098087,5,80,0.190647737,0.061934201,0.071508099,0.145872017,0.21369474,0.965121101,1.280812568,0.0155012,0.024513941,18.91517494,1.329548692,13.7379919
europe,yugo003,44.3,17.58,1600,1823,1981,158,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.206126014,-3.98,5.127031357,27,748.2326922,5,80,,0.054511792,0.07154333,0.128087796,0.181966621,2.46346496,2.402660424,0.015101276,0.024042616,18.31701072,1.66414236,15.12181598
europe,yugo004,43.75,18.63,1700,1736,1981,245,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.25732373,-3.98,6.256198978,30,705.6550386,3,21,,0.063132913,0.082640428,0.128300263,0.177730831,3.914167949,2.259490116,0.014768605,0.024749242,16.33905932,1.574276863,11.7588518
europe,yugo005,42.63,19.93,1750,1856,1981,125,PCOM,Gymnosperm,Pinaceae,Picea,Picea omorika,Humid,0.200692756,,7.034409094,23,0,3,21,,0.061895771,0.081173347,0.110398574,0.156689215,2.217206016,1.679773043,0.015470497,0.027220377,15.25549737,1.519339528,11.05077777
europe,yugo006,41.02,21.18,1900,1837,1981,144,PIPE,Gymnosperm,Pinaceae,Pinus,Pinus peuce,Humid,0.260363275,,2.395666438,14,1301.543763,6,42,,0.057977482,0.07401057,0.085853077,0.123276031,0.517119141,0.445493492,0.013292706,0.026880748,17.14699148,1.766610613,18.21973099
