Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),LWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
asia,russ124,71.33,93.83,60,1569,1990,421,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.284991936,,0.183108263,,50.85552428,1,104,,0.795275994,0.169680977,0.147518517,0.165477551,0.435843514,1.836152947,0.032911982,0.038255363,27.58574471,3.744777478,35.47756601
asia,russ125,66.98,30.25,200,1699,1992,293,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.193396732,-3.608966667,0.366216526,17,588.1385628,1,89,0.362520338,0.186460262,0.131860281,0.127041802,0.205284232,0.802036842,0.761681163,0.011141486,0.018041408,16.44596903,1.706495915,13.32030732
asia,russ126,67.47,167.67,450,1432,1991,559,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.191042285,,0.183108263,16,23.99529152,1,64,0.195609362,0.300892414,0.627566649,0.213636275,0.138141998,0.44574572,1.258258995,0.027795123,0.055593526,26.99022566,4.268403759,30.18698643
asia,russ127,50.15,85.37,1750,1581,1994,413,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.155765845,,1.20546273,17,79.08475389,6,21,0.373848053,0.147146451,0.113168813,0.150484147,0.126351907,0.621791413,1.13789604,0.012096836,0.015475781,17.70848044,2.045726193,13.8858964
asia,russ128,71.22,127.43,40,1391,1990,599,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.241463199,,0.183108263,,349.9523124,,0,,0.903756524,0.182405705,0.096969813,0.114890285,0.159561103,10.27660499,0.008088573,0.00865439,27.33394269,4.75354344,31.95240065
asia,russ129,51,85.63,1450,1611,1994,383,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.175209374,,0.091554131,17,464.3923052,6,80,0.446219782,0.149228989,0.11361055,0.144803114,0.123111795,0.643758992,1.57631377,0.011873083,0.015174085,16.23868819,1.926078075,12.44495309
asia,russ130,50.87,85.23,1450,1636,1994,358,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.281885473,,0.381475547,,342.9949975,6,80,0.535655507,0.125298124,0.099172249,0.147547167,0.132937384,0.556972966,1.270484569,0.01223909,0.015850355,16.14831773,1.7011446,11.5715012
asia,russ131,54.23,89.58,650,1613,1994,381,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.266297691,-3.608966667,0.183108263,,183.3756958,1,71,0.281047703,0.093180847,0.076743513,0.110028035,0.14251689,0.400858483,4.175268644,0.009935869,0.014598655,16.81126006,1.690894366,12.63654948
asia,russ132,69.28,154.77,50,1449,1991,542,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.20971314,,0.183108263,14,84.23453848,1,104,,1.609414226,0.216591689,0.125917764,0.191730602,0.125848558,0.383453854,0.010512969,0.020146202,27.42283381,4.385611401,32.19837526
asia,russ133,50.5,87.68,1950,1697,1994,297,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.15311849,,0.183108263,,717.3304048,3,78,0.498706477,0.147055542,0.117059712,0.12427067,0.111001792,0.33452385,0.58523459,0.010932263,0.013773709,13.82767122,1.68588214,9.021040303
asia,russ134,61.28,151.95,900,1338,1994,656,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.177192675,,0.183108263,13,345.5283269,3,52,0.347257524,1.051713091,0.168081114,0.098428845,0.096912014,0.455902389,5.699274166,0.01247143,0.015355704,25.07638103,3.60318835,25.90879051
asia,russ135,50.42,87.58,2000,1601,1994,393,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.162471026,,0.183108263,,398.1371725,6,21,0.371522112,0.147055542,0.117059712,0.12427067,0.111001792,0.33452385,0.58523459,0.010932263,0.013773709,13.82767122,1.68588214,9.021040303
asia,russ136,50.87,85.23,1400,1761,1994,233,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.347571482,,0.381475547,,342.9949975,6,80,0.662413946,0.125298124,0.099172249,0.147547167,0.132937384,0.556972966,1.270484569,0.01223909,0.015850355,16.14831773,1.7011446,11.5715012
asia,russ137,50.48,87.65,2150,1581,1994,413,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.214121883,,0.183108263,,684.4916014,3,78,0.276979658,0.147055542,0.117059712,0.12427067,0.111001792,0.33452385,0.58523459,0.010932263,0.013773709,13.82767122,1.68588214,9.021040303
asia,russ139,50.15,85.37,1700,1775,1994,219,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.162893082,,1.20546273,17,79.08475389,6,21,,0.147146451,0.113168813,0.150484147,0.126351907,0.621791413,1.13789604,0.012096836,0.015475781,17.70848044,2.045726193,13.8858964
asia,russ140,50.65,84.98,1500,1741,1994,253,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.252890566,,0.88502327,15,112.2507227,6,80,0.610771566,0.12114372,0.09683892,0.149794129,0.138254222,0.591543286,1.200346545,0.012746652,0.016502492,15.90440899,1.838785304,12.45990266
asia,russ141,63.67,159.95,800,1586,1994,408,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.257070756,,0.183108263,11,39.09984474,1,104,0.202535625,0.312761902,0.373083525,0.093455038,0.082175614,0.534379668,2.554761917,0.013712129,0.02543063,25.54535845,3.835754317,26.80635939
asia,russ142,70.28,148.05,50,1434,1990,556,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.188610387,,0.183108263,,7.656678844,1,25,,0.550217597,0.26963874,0.167644426,0.219993029,0.208918303,1.143420798,0.009485999,0.01744843,27.94170732,4.397391242,35.76463446
asia,russ143,63.67,159.95,700,1560,1994,434,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.191269036,,0.183108263,11,39.09984474,1,104,0.306783035,0.312761902,0.373083525,0.093455038,0.082175614,0.534379668,2.554761917,0.013712129,0.02543063,25.54535845,3.835754317,26.80635939
asia,russ145,65.8,137.25,800,1580,1991,411,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.148487129,,0.183108263,20,596.5903756,3,37,0.250647437,90.43150201,0.284147722,0.098242893,0.103929059,0.382645782,1.438721261,0.013770269,0.0229936,27.03890607,5.217745988,30.32597946
asia,russ146,65.8,137.25,800,1481,1991,510,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.160126058,,0.183108263,20,596.5903756,3,37,0.333297895,90.43150201,0.284147722,0.098242893,0.103929059,0.382645782,1.438721261,0.013770269,0.0229936,27.03890607,5.217745988,30.32597946
asia,russ147,62.13,155.03,700,1576,1994,418,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.144891382,,0.183108263,,134.1655104,6,37,,27.72852786,0.202000834,0.099620812,0.106582976,0.317113655,2.018965168,0.010156415,0.014272648,25.46447701,3.820882928,26.74403464
asia,russ148,62.13,154.58,600,1497,1994,497,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.12749901,,0.183108263,,161.187897,1,45,0.149657653,1.160282507,0.178877939,0.105917252,0.111074542,0.296161273,1.62456715,0.010125489,0.014146326,24.7738641,3.660263908,26.40635841
asia,russ149,60.35,154.12,200,1690,1993,303,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.262437288,,0.183108263,9,201.2253152,3,52,,5.12757513,0.188586449,0.131700028,0.110965746,0.815356641,3.130077375,0.011426292,0.013095609,23.68874528,3.195783554,23.30608397
asia,russ150,41.67,76.43,2800,1753,1995,242,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.189590607,,0.167849241,,0,5,66,0.357214505,0.096264371,0.077052634,0.098523269,0.095347826,0.201925431,0.138212124,0.016289309,0.020599216,20.4139954,2.58827838,16.45350555
asia,russ151,41.67,76.43,2800,1850,1995,145,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.219084353,,0.167849241,,0,5,66,0.37376992,0.096264371,0.077052634,0.098523269,0.095347826,0.201925431,0.138212124,0.016289309,0.020599216,20.4139954,2.58827838,16.45350555
asia,russ152,41.6,75.15,2800,1626,1995,369,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.094658851,,0.656137942,,0,5,66,0.150404399,0.129920684,0.094610447,0.091420856,0.080019191,0.221475667,0.103223794,0.016321251,0.020104128,18.08212404,1.982038798,16.80975192
asia,russ153,59.78,154,80,1788,1994,206,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.172590066,,0.183108263,11,147.1324258,3,52,0.219366281,0.803437938,0.146998829,0.141717837,0.1224871,0.870354483,2.485342371,0.011838079,0.012817077,22.76553157,2.906666116,22.63566985
asia,russ154,59.78,154,80,1705,1994,289,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.265085161,,0.183108263,11,147.1324258,3,52,,0.803437938,0.146998829,0.141717837,0.1224871,0.870354483,2.485342371,0.011838079,0.012817077,22.76553157,2.906666116,22.63566985
asia,russ155,62.93,76.38,180,1726,1994,268,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.178318148,-3.608966667,0.091554131,9,295.5310774,6,78,0.259858608,0.243204236,0.119972378,0.171472939,0.206087437,0.717785416,0.857678671,0.044491578,0.032512046,21.64100471,2.717725527,28.79684405
asia,russ156,42.18,78.18,2850,1650,1995,345,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.116099931,,0.183108263,,0,5,66,,0.088112403,0.074449999,0.090844976,0.083776796,0.203324194,0.16543781,0.015891483,0.021442574,18.97914113,2.094315409,16.22120777
asia,russ157,56.33,114.67,510,1707,1996,289,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.125166594,-3.608966667,0.183108263,,186.4755369,1,25,0.377974128,0.229424038,0.139443538,0.123305427,0.147633751,1.181224122,1.18804081,0.018846825,0.025434575,20.82801708,2.914730337,19.45571867
asia,russ158,56.33,114.67,510,1934,1996,62,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.220010659,-3.608966667,0.183108263,,186.4755369,1,25,0.239647632,0.254646056,0.143479507,0.137809053,0.162892596,1.263619769,1.452697053,0.013363792,0.024270483,20.82801708,2.914730337,19.45571867
asia,russ159,63.07,76.32,170,1804,1994,190,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.245202311,,0.183108263,,451.7792808,1,45,0.441916959,0.268543196,0.124299173,0.173958689,0.213411377,0.70715,0.791764733,0.044536363,0.032481625,21.64100471,2.717725527,28.79684405
asia,russ160,70.27,103.52,130,1881,1990,109,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Arid,0.172594614,,0.183108263,12,286.2855238,5,64,,1.091355093,0.201315516,0.171405031,0.145585656,0.348529792,4.846030931,0.035816903,0.048177294,27.50038526,4.20059222,34.73923755
asia,russ161,69.78,119.12,130,1800,1990,190,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Arid,0.134314208,,0,14,98.72708809,5,64,,0.477106416,0.155040062,0.120754475,0.121431182,0.195619784,0.905138066,0.010337874,0.010784854,24.54502763,3.865140081,29.27242942
asia,russ162,69.53,97.53,550,1872,1990,118,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.306304176,,0.183108263,14,86.26465997,1,104,0.427190423,1.152119305,0.221430418,0.144558059,0.150295061,0.462291427,2.167290549,0.035566588,0.045301959,26.86053093,4.02218965,28.59723668
asia,russ163,71.7,118.58,140,1937,1990,53,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.275625113,,0.183108263,,48.09993765,1,104,0.202928954,1.494044204,0.189129911,0.134994373,0.126009669,0.221712638,1.000421011,0.010686683,0.014842951,27.04523263,4.417535648,30.74045337
asia,russ164,42.18,78.18,2820,1689,1995,306,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.108743027,,0.183108263,,0,5,66,0.187497633,0.088112403,0.074449999,0.090844976,0.083776796,0.203324194,0.16543781,0.015891483,0.021442574,18.97914113,2.094315409,16.22120777
asia,russ165,70.6,104.25,130,1855,1990,135,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.210700157,,0.183108263,12,86.38802365,5,64,0.235007766,0.782229261,0.200412242,0.170117877,0.142738448,0.351998925,2.912717302,0.035552688,0.047647822,27.54630997,4.252776643,34.48324417
asia,russ166,71.9,111.03,150,1914,1990,76,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.160983599,,0.183108263,16,355.136188,6,37,,2.628641461,0.194737487,0.188561569,0.171736853,0.314294949,1.761308276,0.030197017,0.03748066,28.30411783,4.398376547,35.63966796
asia,russ167,53.18,106.88,500,1687,1996,309,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.345423231,-3.608966667,0.213626307,19,681.639807,3,78,,0.090739209,0.085295158,0.102785079,0.14070372,0.390581457,5.553461451,0.022894238,0.027946035,15.6964281,1.841568879,12.28941749
asia,russ168,53.18,106.88,500,1903,1996,93,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.406879423,-3.608966667,0.213626307,19,681.639807,3,78,,0.086652927,0.082276824,0.100072048,0.138255395,0.395212686,9.487809221,0.022639144,0.027035065,15.6964281,1.841568879,12.28941749
asia,russ169,56.5,117.25,1000,1715,1996,281,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.090946127,,0.183108263,16,29.41399466,3,78,,0.599997463,0.224266865,0.083804456,0.10521751,5.339242142,1.15197454,0.017738725,0.024665614,21.92957363,3.361200078,21.29890759
asia,russ170,55.25,109.5,540,1692,1996,304,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.330547233,-3.608966667,0,15,0,,0,0.299916366,0.139312766,0.107239967,0.088454477,0.140318801,0.386709377,6.068153607,0.019061235,0.027111718,19.27315539,2.574922621,18.46972761
asia,russ171,55.25,109.5,540,1874,1996,122,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.307592563,-3.608966667,0,15,0,,0,,0.142571639,0.103813346,0.087521824,0.148081034,0.373772194,9.548339128,0.01382147,0.026778743,19.27315539,2.574922621,18.46972761
asia,russ172,56.83,118.83,700,1720,1996,276,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.149059182,-3.608966667,0.183108263,17,254.177239,3,78,,0.189750308,0.135930818,0.085370749,0.122910128,0.934746013,1.98160611,0.017333284,0.024731536,22.88818485,3.240235488,21.99201949
asia,russ173,56.83,118.83,700,1917,1996,79,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.188856446,-3.608966667,0.183108263,17,254.177239,3,78,,0.196110447,0.135759836,0.091905467,0.125662274,1.101730603,1.882778877,0.017266636,0.025824872,22.88818485,3.240235488,21.99201949
asia,russ174,61.85,93.4,120,1785,1994,209,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.140603236,,0.183108263,20,424.1537275,6,21,,0.189362156,0.113407223,0.101645669,0.137706191,0.794592626,0.823854957,0.011611143,0.021468928,13.42625993,1.827881563,8.482992899
asia,russ175,61.93,95.15,160,1702,1994,292,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.142090111,,0.656137942,16,375.7747007,5,64,0.234179336,0.18632523,0.115836574,0.102969177,0.146708407,0.468199542,0.942037001,0.010141357,0.01818278,16.64449139,2.107999167,15.67028659
asia,russ177,63.13,75.33,150,1850,1994,144,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.191249277,,0.091554131,9,82.26584749,6,78,,0.262393615,0.125653842,0.171571098,0.216124594,0.646739836,0.76123646,0.04448638,0.032150546,21.4272531,2.606857076,26.48432167
asia,russ180,65.32,64.65,30,1828,1994,166,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.285861936,,0.183108263,10,436.0017611,1,25,0.446580441,0.369303086,0.150900299,0.162367452,0.199810783,0.662626336,1.132855734,0.026648675,0.023838925,21.8840396,2.630982017,25.55570492
usa,sc003,34.7,-82.87,250,1683,1973,290,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.182173689,-3.21,0.091554131,22,287.3688237,1,16,0.274248142,0.039837297,0.045012571,0.143309248,0.253680462,1.017529206,1.567262411,0.018427805,0.027085178,15.96104112,1.424588781,10.96600906
usa,sc006,33.8,-79.87,1,549,1993,1444,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.312768999,-2.135485942,0.183108263,19,83.22524086,1,13,0.184526475,0.029724852,0.035597859,0.133060243,0.175422818,1.173636391,18.58862825,0.016392931,0.025043017,14.94958111,1.575346175,15.8484966
europe,spai001,42.67,-0.12,1870,1609,1977,368,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.179897474,,0.091554131,,463.3288535,5,80,,0.050499453,0.056644501,0.088824909,0.095131625,0.459785993,0.805906588,0.013126436,0.016314243,16.79950958,1.480080638,11.05377071
europe,spai002,40.8,-4.03,2050,1663,1977,314,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.307553624,-3.608966667,4.165712978,16,650.3449384,6,52,,0.055364885,0.05194151,0.082529814,0.084179619,0.159671285,0.128787812,0.005469324,0.005590511,16.872835,1.530901398,13.824384
europe,spai003,42.53,1.5,2100,1793,1977,184,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.243965156,,0.656137942,26,671.9521496,6,52,,0.051412091,0.056430648,0.104125028,0.116394685,0.420568554,0.495980048,0.014216834,0.016434386,15.73408135,1.389671844,10.93098999
europe,spai004,42.68,-0.57,1760,1808,1977,169,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.234782999,,0.091554131,,839.8915268,5,80,,0.050009417,0.056785203,0.090140893,0.099870643,0.554403001,0.955713183,0.012436367,0.015208696,15.07288459,1.212010969,8.883388125
europe,spai005,40.38,-0.67,1960,1820,1977,157,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Arid,0.228807916,,0.488288701,9,426.7453784,5,80,,0.060656773,0.05889548,0.068987,0.079612389,0.272495478,0.316853853,0.007583665,0.008880926,17.26986796,1.599579822,11.58134323
europe,spai006,42.03,-2.7,1900,1842,1977,135,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.297162654,-3.608966667,1.235980774,,1215.740394,1,55,-0.208109231,0.057476224,0.05770571,0.0987253,0.097581848,0.618512467,0.534229511,0.008565786,0.009936549,15.05590236,1.431709117,11.34630419
europe,spai007,36.67,-5.08,1650,1728,1982,254,ABPN,Gymnosperm,Pinaceae,Abies,Abies pinsapo,Arid,0.188692054,-4.15,1.266498817,14,265.5769993,5,80,,0.034838028,0.035185755,0.069828748,0.077257681,0.125898489,0.093653015,0.006651721,0.006481826,15.58578954,1.39458797,12.37445932
europe,spai058,40.27,-5.6,1400,1923,1977,54,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.221140462,-3.608966667,4.959182116,,143.1649441,6,52,0.252301856,0.056059204,0.048308498,0.081873986,0.074529334,0.14542257,0.134635764,0.005604054,0.005220607,16.75377137,1.691665436,17.09683922
europe,swed011,65.17,19.47,480,1679,1978,299,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.166857129,-3.98,1.144426642,17,734.3775094,5,89,,0.155511019,0.12271316,0.153060855,0.215477102,0.469807618,1.49695368,0.00872399,0.018263062,12.75958653,1.643354191,6.122955236
europe,swed012,63.35,18.98,280,1858,1978,120,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.193815381,-3.98,0.091554131,13,0,5,89,,0.125734811,0.097855768,0.143085821,0.196590648,0.51329633,1.292615835,0.010728813,0.022140461,13.21998513,1.593080327,7.114429259
europe,swed013,62.07,14.33,550,1846,1978,132,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.217420583,-3.98,0.381475547,15,728.572643,5,89,,0.131994662,0.117650041,0.165628747,0.266411117,0.709473856,1.57002175,0.010387848,0.015593093,13.21788759,1.627922521,6.139176284
europe,swed014,62.5,13.98,800,1782,1978,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.275815159,-3.98,0.350957504,17,8.439231828,5,89,,0.192407057,0.153864226,0.151706796,0.227632965,2.523856388,0.922338839,0.00994209,0.014806024,14.90880018,1.747744853,10.31087836
europe,swed015,63.42,13.18,700,1818,1978,160,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.257579261,-3.98,0.183108263,18,532.8865841,5,89,-0.196274432,0.181166535,0.140213875,0.176585391,0.225462962,2.212659111,0.701083963,0.006158767,0.009733337,18.07551979,1.912701846,18.57392817
europe,swed016,59.47,12.4,250,1775,1978,203,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.286752269,-3.608966667,0.656137942,19,985.6219141,6,42,0.186876231,0.086460478,0.08894202,0.144354754,0.260072577,0.630948928,1.472581372,0.017983578,0.021112665,13.11816004,1.581578192,7.094584908
europe,swed017,66.07,17.98,600,1634,1978,344,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.243565864,-3.98,0.183108263,15,0,5,89,,0.244711536,0.14930888,0.148549997,0.175291607,0.870550075,1.663908473,0.006568776,0.01418782,17.3905167,2.00361384,16.06938697
europe,swed019,68.23,19.67,400,441,1980,1539,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.131770319,-3.608966667,0.381475547,,652.8763117,5,89,,0.580886551,0.206863987,0.138711693,0.168636428,1.40537388,0.884944683,0.006514578,0.014722432,25.50866669,2.296684474,22.28167713
europe,swed020,68.23,19.67,400,1400,1980,580,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.132550034,-3.608966667,0.381475547,,652.8763117,5,89,,0.580886551,0.206863987,0.138711693,0.168636428,1.40537388,0.884944683,0.006514578,0.014722432,25.50866669,2.296684474,22.28167713
europe,swed022,56.5,15,50,1127,1987,860,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.219359325,-3.608966667,1.220721752,,607.9361309,5,89,0.157857497,0.071847891,0.079155736,0.132915733,0.24245675,0.361338204,5.469085231,0.030975591,0.033193112,14.05196326,1.43487794,7.42582635
europe,swed308,59.28,18.3,10,1733,2003,270,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.41329707,-3.608966667,1.510643168,18,309.8869978,6,42,,0.091231751,0.084763456,0.160068117,0.251147189,0.315752669,2.718923242,0.024822476,0.03248025,16.02368749,1.665644986,9.165666306
europe,swit102,46.6,8.07,1370,1859,1974,115,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.16844734,-3.98,0.183108263,,0,,0,,0.063646863,0.078275698,0.143475945,0.197979082,0.628331372,0.706171669,0.01986179,0.02330087,17.99038088,1.390979206,15.16393488
europe,swit103,47.05,8.48,1600,1840,1975,135,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.191205851,-3.98,2.532997635,,420.1351827,5,32,,0.06754358,0.08300945,0.136628673,0.198692276,1.090481836,1.035058277,0.017648739,0.023252809,20.67365339,1.438214911,17.39736634
europe,swit104,47.03,8.48,1400,1805,1975,170,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.220521882,-3.98,0,,402.8856106,5,32,,0.06754358,0.08300945,0.136628673,0.198692276,1.090481836,1.035058277,0.017648739,0.023252809,20.67365339,1.438214911,17.39736634
europe,swit105,47.13,7.07,1500,1839,1974,135,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.22441821,-3.98,2.121004044,,316.8550803,1,55,,0.061458921,0.07398703,0.127043247,0.179470999,8.970422774,1.779106125,0.017508969,0.022625997,20.43921863,1.478305554,16.19636692
europe,swit106,47.12,7.08,1400,1845,1975,130,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.224345768,-3.98,3.036545357,,289.5997143,1,55,,0.061129762,0.074462027,0.126193427,0.179750415,8.871181164,1.734404878,0.017395636,0.022472654,20.43921863,1.478305554,16.19636692
europe,swit107,46.8,9.68,1940,1690,1975,285,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.359933894,-3.98,0.854505226,27,290.0346275,4,61,,0.083770999,0.093867342,0.162784977,0.229802235,0.390260946,0.48617886,0.01807026,0.024278161,17.64972839,1.323016341,12.7376607
europe,swit108,46.8,9.68,2000,1785,1975,190,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.256058646,-3.98,0.854505226,27,290.0346275,4,61,,0.083770999,0.093867342,0.162784977,0.229802235,0.390260946,0.48617886,0.01807026,0.024278161,17.64972839,1.323016341,12.7376607
europe,swit109,46.4,8.02,2000,1788,1974,186,PICE,Gymnosperm,Pinaceae,Pinus,Pinus cembra,Humid,0.283437868,-3.34,0.335698482,23,0,6,101,,0.120925836,0.123914611,0.136159755,0.18906794,0.218767338,0.368252753,0.016768903,0.022515984,17.99038088,1.390979206,15.16393488
europe,swit110,46.4,8.02,2000,1778,1974,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.256846584,-3.98,0.335698482,23,0,6,101,,0.120925836,0.123914611,0.136159755,0.18906794,0.218767338,0.368252753,0.016768903,0.022515984,17.99038088,1.390979206,15.16393488
europe,swit112,46.42,7.32,1500,1701,1976,275,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.17297863,-3.98,0.091554131,21,427.6274647,4,61,,0.077909402,0.090066777,0.143088495,0.169689608,0.542503342,0.703812437,0.018507417,0.021918431,18.67508907,1.363270611,15.32264361
europe,swit113,46.3,7.62,840,1822,1980,158,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.263221566,-3.65,1.235980774,28,402.4516642,,0,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
europe,swit114,46.3,7.62,840,1773,1980,207,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.315009663,-3.98,1.235980774,28,402.4516642,,0,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
europe,swit115,46.3,7.62,840,1816,1981,165,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.275087598,-3.65,1.235980774,28,402.4516642,,0,,0.082934306,0.092054036,0.148411721,0.169298524,0.369165637,0.529048546,0.018785003,0.022835216,18.67508907,1.363270611,15.32264361
europe,swit116,46.33,7.63,1230,1876,1980,104,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.197059225,-3.65,0.091554131,28,271.0901027,1,67,,0.083454854,0.092405215,0.147311127,0.170073224,0.371147247,0.532542845,0.018899788,0.022976466,18.67508907,1.363270611,15.32264361
