Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),EWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
asia,russ129,51,85.63,1450,1611,1994,383,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.185318482,,0.091554131,17,464.3923052,6,80,0.468131898,0.101177374,0.149228989,0.093087583,0.144803114,0.62783347,0.643758992,0.033039015,0.011873083,16.23868819,1.926078075,12.44495309
asia,russ130,50.87,85.23,1450,1636,1994,358,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.304073587,,0.381475547,,342.9949975,6,80,0.558277222,0.115823249,0.125298124,0.114178291,0.147547167,0.556706754,0.556972966,0.033213345,0.01223909,16.14831773,1.7011446,11.5715012
asia,russ131,54.23,89.58,650,1613,1994,381,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.274164851,-3.608966667,0.183108263,,183.3756958,1,71,0.255127276,0.138916804,0.093180847,0.225910244,0.110028035,0.36179661,0.400858483,0.034802757,0.009935869,16.81126006,1.690894366,12.63654948
asia,russ132,69.28,154.77,50,1449,1991,542,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.29711436,,0.183108263,14,84.23453848,1,104,,0.02999072,1.609414226,0.326869684,0.125917764,0.203251998,0.125848558,0.062022177,0.010512969,27.42283381,4.385611401,32.19837526
asia,russ133,50.5,87.68,1950,1697,1994,297,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.241872559,,0.183108263,,717.3304048,3,78,0.472173164,0.085476276,0.147055542,0.085307187,0.12427067,1.120791519,0.33452385,0.032139548,0.010932263,13.82767122,1.68588214,9.021040303
asia,russ134,61.28,151.95,900,1338,1994,656,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.296617607,,0.183108263,13,345.5283269,3,52,,0.043870741,1.051713091,0.100543238,0.098428845,0.341612839,0.455902389,0.044020622,0.01247143,25.07638103,3.60318835,25.90879051
asia,russ135,50.42,87.58,2000,1601,1994,393,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.22386741,,0.183108263,,398.1371725,6,21,0.306904374,0.085476276,0.147055542,0.085307187,0.12427067,1.120791519,0.33452385,0.032139548,0.010932263,13.82767122,1.68588214,9.021040303
asia,russ136,50.87,85.23,1400,1761,1994,233,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.381253037,,0.381475547,,342.9949975,6,80,0.663937413,0.115823249,0.125298124,0.114178291,0.147547167,0.556706754,0.556972966,0.033213345,0.01223909,16.14831773,1.7011446,11.5715012
asia,russ137,50.48,87.65,2150,1581,1994,413,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Arid,0.255472253,,0.183108263,,684.4916014,3,78,0.296545618,0.085476276,0.147055542,0.085307187,0.12427067,1.120791519,0.33452385,0.032139548,0.010932263,13.82767122,1.68588214,9.021040303
asia,russ139,50.15,85.37,1700,1775,1994,219,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.13836087,,1.20546273,17,79.08475389,6,21,,0.106901167,0.147146451,0.097962451,0.150484147,0.683444235,0.621791413,0.03289271,0.012096836,17.70848044,2.045726193,13.8858964
asia,russ140,50.65,84.98,1500,1741,1994,253,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.353346841,,0.88502327,15,112.2507227,6,80,0.511513958,0.120376345,0.12114372,0.123806386,0.149794129,0.521348442,0.591543286,0.033509451,0.012746652,15.90440899,1.838785304,12.45990266
asia,russ141,63.67,159.95,800,1586,1994,408,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.35913534,,0.183108263,11,39.09984474,1,104,,0.043183847,0.312761902,0.127697407,0.093455038,0.656761796,0.534379668,0.049426027,0.013712129,25.54535845,3.835754317,26.80635939
asia,russ142,70.28,148.05,50,1434,1990,556,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.289768992,,0.183108263,,7.656678844,1,25,,0.034069091,0.550217597,1.187816354,0.167644426,0.349468311,0.208918303,0.06298648,0.009485999,27.94170732,4.397391242,35.76463446
asia,russ143,63.67,159.95,700,1560,1994,434,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.246845251,,0.183108263,11,39.09984474,1,104,,0.043183847,0.312761902,0.127697407,0.093455038,0.656761796,0.534379668,0.049426027,0.013712129,25.54535845,3.835754317,26.80635939
asia,russ145,65.8,137.25,800,1580,1991,411,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.19904494,,0.183108263,20,596.5903756,3,37,,0.034344773,90.43150201,0.216957361,0.098242893,0.366958638,0.382645782,0.052433617,0.013770269,27.03890607,5.217745988,30.32597946
asia,russ146,65.8,137.25,800,1481,1991,510,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.216465806,,0.183108263,20,596.5903756,3,37,,0.034344773,90.43150201,0.216957361,0.098242893,0.366958638,0.382645782,0.052433617,0.013770269,27.03890607,5.217745988,30.32597946
asia,russ147,62.13,155.03,700,1576,1994,418,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.236918023,,0.183108263,,134.1655104,6,37,-0.173085973,0.041249959,27.72852786,0.115825509,0.099620812,0.385298805,0.317113655,0.047031464,0.010156415,25.46447701,3.820882928,26.74403464
asia,russ148,62.13,154.58,600,1497,1994,497,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.200771548,,0.183108263,,161.187897,1,45,,0.041926008,1.160282507,0.123662604,0.105917252,0.325158791,0.296161273,0.046665287,0.010125489,24.7738641,3.660263908,26.40635841
asia,russ149,60.35,154.12,200,1690,1993,303,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.239255878,,0.183108263,9,201.2253152,3,52,0.200956853,0.049723893,5.12757513,0.129130125,0.131700028,0.355672941,0.815356641,0.042844176,0.011426292,23.68874528,3.195783554,23.30608397
asia,russ150,41.67,76.43,2800,1753,1995,242,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.219220175,,0.167849241,,0,5,66,0.305931989,0.181260827,0.096264371,0.090654266,0.098523269,0.511685864,0.201925431,0.028146588,0.016289309,20.4139954,2.58827838,16.45350555
asia,russ151,41.67,76.43,2800,1850,1995,145,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.238693707,,0.167849241,,0,5,66,0.512737364,0.181260827,0.096264371,0.090654266,0.098523269,0.511685864,0.201925431,0.028146588,0.016289309,20.4139954,2.58827838,16.45350555
asia,russ152,41.6,75.15,2800,1626,1995,369,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.202620253,,0.656137942,,0,5,66,,0.135787301,0.129920684,0.087909083,0.091420856,1.966770175,0.221475667,0.028033523,0.016321251,18.08212404,1.982038798,16.80975192
asia,russ153,59.78,154,80,1788,1994,206,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.181197514,,0.183108263,11,147.1324258,3,52,0.407990182,0.055350668,0.803437938,0.199207372,0.141717837,0.332321706,0.870354483,0.041984609,0.011838079,22.76553157,2.906666116,22.63566985
asia,russ154,59.78,154,80,1705,1994,289,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.233341297,,0.183108263,11,147.1324258,3,52,0.166103778,0.055350668,0.803437938,0.199207372,0.141717837,0.332321706,0.870354483,0.041984609,0.011838079,22.76553157,2.906666116,22.63566985
asia,russ155,62.93,76.38,180,1726,1994,268,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.194005578,-3.608966667,0.091554131,9,295.5310774,6,78,0.280693461,0.128571329,0.243204236,0.557090242,0.171472939,0.248158078,0.717785416,0.047999051,0.044491578,21.64100471,2.717725527,28.79684405
asia,russ156,42.18,78.18,2850,1650,1995,345,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.135087481,,0.183108263,,0,5,66,,0.216204093,0.088112403,0.08680739,0.090844976,0.353993053,0.203324194,0.029609129,0.015891483,18.97914113,2.094315409,16.22120777
asia,russ157,56.33,114.67,510,1707,1996,289,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.190091688,-3.608966667,0.183108263,,186.4755369,1,25,0.156502438,0.072071394,0.229424038,0.122208029,0.123305427,0.630078174,1.181224122,0.036412073,0.018846825,20.82801708,2.914730337,19.45571867
asia,russ158,56.33,114.67,510,1934,1996,62,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.137210489,-3.608966667,0.183108263,,186.4755369,1,25,0.435298746,0.074009683,0.254646056,0.117030995,0.137809053,0.686132172,1.263619769,0.050238854,0.013363792,20.82801708,2.914730337,19.45571867
asia,russ159,63.07,76.32,170,1804,1994,190,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.263233122,,0.183108263,,451.7792808,1,45,0.156679785,0.127019366,0.268543196,0.520090134,0.173958689,0.256413954,0.70715,0.047455785,0.044536363,21.64100471,2.717725527,28.79684405
asia,russ160,70.27,103.52,130,1881,1990,109,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Arid,0.20174897,,0.183108263,12,286.2855238,5,64,,0.071225255,1.091355093,0.981167068,0.171405031,0.232199839,0.348529792,0.066627388,0.035816903,27.50038526,4.20059222,34.73923755
asia,russ161,69.78,119.12,130,1800,1990,190,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Arid,0.200423391,,0,14,98.72708809,5,64,,0.054195167,0.477106416,1.192062244,0.120754475,0.162564212,0.195619784,0.062379646,0.010337874,24.54502763,3.865140081,29.27242942
asia,russ162,69.53,97.53,550,1872,1990,118,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.418476094,,0.183108263,14,86.26465997,1,104,0.452140225,0.076027565,1.152119305,0.317008017,0.144558059,0.230072733,0.462291427,0.072049169,0.035566588,26.86053093,4.02218965,28.59723668
asia,russ163,71.7,118.58,140,1937,1990,53,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.322769582,,0.183108263,,48.09993765,1,104,,0.049842673,1.494044204,5.304342477,0.134994373,0.188578618,0.221712638,0.093696569,0.010686683,27.04523263,4.417535648,30.74045337
asia,russ164,42.18,78.18,2820,1689,1995,306,PCSH,Gymnosperm,Pinaceae,Picea,Picea schrenkiana,Arid,0.197581452,,0.183108263,,0,5,66,0.211797532,0.216204093,0.088112403,0.08680739,0.090844976,0.353993053,0.203324194,0.029609129,0.015891483,18.97914113,2.094315409,16.22120777
asia,russ165,70.6,104.25,130,1855,1990,135,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.300267239,,0.183108263,12,86.38802365,5,64,,0.067568069,0.782229261,1.094320912,0.170117877,0.231112712,0.351998925,0.067163756,0.035552688,27.54630997,4.252776643,34.48324417
asia,russ166,71.9,111.03,150,1914,1990,76,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.213637835,,0.183108263,16,355.136188,6,37,,0.065853794,2.628641461,101.1476542,0.188561569,0.277876123,0.314294949,0.085210507,0.030197017,28.30411783,4.398376547,35.63966796
asia,russ167,53.18,106.88,500,1687,1996,309,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.394607636,-3.608966667,0.213626307,19,681.639807,3,78,,0.088584861,0.090739209,0.219701275,0.102785079,0.609644873,0.390581457,0.032499281,0.022894238,15.6964281,1.841568879,12.28941749
asia,russ168,53.18,106.88,500,1903,1996,93,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.377094055,-3.608966667,0.213626307,19,681.639807,3,78,,0.088852342,0.086652927,0.195590148,0.100072048,0.616600536,0.395212686,0.035477028,0.022639144,15.6964281,1.841568879,12.28941749
asia,russ169,56.5,117.25,1000,1715,1996,281,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.205561531,,0.183108263,16,29.41399466,3,78,,0.063639214,0.599997463,0.093567623,0.083804456,2.077562523,5.339242142,0.036560151,0.017738725,21.92957363,3.361200078,21.29890759
asia,russ170,55.25,109.5,540,1692,1996,304,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.341405453,-3.608966667,0,15,0,,0,0.252219001,0.082892421,0.139312766,0.130840472,0.088454477,0.418326506,0.386709377,0.035372052,0.019061235,19.27315539,2.574922621,18.46972761
asia,russ171,55.25,109.5,540,1874,1996,122,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Arid,0.347116641,-3.608966667,0,15,0,,0,,0.087814722,0.142571639,0.102305825,0.087521824,0.477578559,0.373772194,0.043363468,0.01382147,19.27315539,2.574922621,18.46972761
asia,russ172,56.83,118.83,700,1720,1996,276,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.163449503,-3.608966667,0.183108263,17,254.177239,3,78,,0.070785437,0.189750308,0.13136391,0.085370749,1.545138374,0.934746013,0.03665176,0.017333284,22.88818485,3.240235488,21.99201949
asia,russ173,56.83,118.83,700,1917,1996,79,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.131922507,-3.608966667,0.183108263,17,254.177239,3,78,,0.070974454,0.196110447,0.112229979,0.091905467,1.658267317,1.101730603,0.041497284,0.017266636,22.88818485,3.240235488,21.99201949
asia,russ174,61.85,93.4,120,1785,1994,209,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.166376833,,0.183108263,20,424.1537275,6,21,-0.25192533,0.093943908,0.189362156,0.200919865,0.101645669,0.242389977,0.794592626,0.044654727,0.011611143,13.42625993,1.827881563,8.482992899
asia,russ175,61.93,95.15,160,1702,1994,292,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.108555254,,0.656137942,16,375.7747007,5,64,0.169704012,0.086807545,0.18632523,0.18314264,0.102969177,0.209238574,0.468199542,0.044268344,0.010141357,16.64449139,2.107999167,15.67028659
asia,russ177,63.13,75.33,150,1850,1994,144,PCOB,Gymnosperm,Pinaceae,Picea,Picea obovata,Humid,0.135568284,,0.091554131,9,82.26584749,6,78,,0.124091236,0.262393615,0.493086652,0.171571098,0.270291666,0.646739836,0.047297225,0.04448638,21.4272531,2.606857076,26.48432167
asia,russ180,65.32,64.65,30,1828,1994,166,LASI,Gymnosperm,Pinaceae,Larix,Larix sibirica,Humid,0.27735472,,0.183108263,10,436.0017611,1,25,0.318601901,0.125768641,0.369303086,0.516950898,0.162367452,0.325342951,0.662626336,0.04925634,0.026648675,21.8840396,2.630982017,25.55570492
usa,sc003,34.7,-82.87,250,1683,1973,290,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.129672605,-3.21,0.091554131,22,287.3688237,1,16,0.229554003,0.183575562,0.039837297,0.150017976,0.143309248,0.39479261,1.017529206,0.017168381,0.018427805,15.96104112,1.424588781,10.96600906
usa,sc006,33.8,-79.87,1,549,1993,1444,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.33182371,-2.135485942,0.183108263,19,83.22524086,1,13,0.111339678,0.102733484,0.029724852,0.16515504,0.133060243,2.335893167,1.173636391,0.026748839,0.016392931,14.94958111,1.575346175,15.8484966
europe,spai001,42.67,-0.12,1870,1609,1977,368,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.102629256,,0.091554131,,463.3288535,5,80,,0.101190326,0.050499453,0.124624867,0.088824909,0.527699352,0.459785993,0.009643233,0.013126436,16.79950958,1.480080638,11.05377071
europe,spai002,40.8,-4.03,2050,1663,1977,314,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.182478125,-3.608966667,4.165712978,16,650.3449384,6,52,0.511045699,0.104913098,0.055364885,0.12586336,0.082529814,2.787571108,0.159671285,0.005566855,0.005469324,16.872835,1.530901398,13.824384
europe,spai003,42.53,1.5,2100,1793,1977,184,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.127972525,,0.656137942,26,671.9521496,6,52,0.214263038,0.081253544,0.051412091,0.114593367,0.104125028,0.66081052,0.420568554,0.010143841,0.014216834,15.73408135,1.389671844,10.93098999
europe,spai004,42.68,-0.57,1760,1808,1977,169,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Humid,0.131154317,,0.091554131,,839.8915268,5,80,0.216550932,0.098915944,0.050009417,0.131325756,0.090140893,0.499847429,0.554403001,0.009239802,0.012436367,15.07288459,1.212010969,8.883388125
europe,spai005,40.38,-0.67,1960,1820,1977,157,PIMU,Gymnosperm,Pinaceae,Pinus,Pinus mughus,Arid,0.111844224,,0.488288701,9,426.7453784,5,80,0.331526691,0.175676809,0.060656773,0.106004093,0.068987,2.813782695,0.272495478,0.005871912,0.007583665,17.26986796,1.599579822,11.58134323
europe,spai006,42.03,-2.7,1900,1842,1977,135,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.17002459,-3.608966667,1.235980774,,1215.740394,1,55,0.523074184,0.121395411,0.057476224,0.131359891,0.0987253,0.431226009,0.618512467,0.007096448,0.008565786,15.05590236,1.431709117,11.34630419
europe,spai007,36.67,-5.08,1650,1728,1982,254,ABPN,Gymnosperm,Pinaceae,Abies,Abies pinsapo,Arid,0.156176079,-4.15,1.266498817,14,265.5769993,5,80,0.326201611,0.044168783,0.034838028,0.08117969,0.069828748,2.273913132,0.125898489,0.028464641,0.006651721,15.58578954,1.39458797,12.37445932
europe,spai058,40.27,-5.6,1400,1923,1977,54,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.143515095,-3.608966667,4.959182116,,143.1649441,6,52,0.333791901,0.092956778,0.056059204,0.103188244,0.081873986,1.597928413,0.14542257,0.007162498,0.005604054,16.75377137,1.691665436,17.09683922
europe,swed011,65.17,19.47,480,1679,1978,299,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.216903294,-3.98,1.144426642,17,734.3775094,5,89,,0.197721046,0.155511019,0.861465133,0.153060855,0.29975675,0.469807618,0.012462531,0.00872399,12.75958653,1.643354191,6.122955236
europe,swed012,63.35,18.98,280,1858,1978,120,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.137629521,-3.98,0.091554131,13,0,5,89,0.403845356,0.275796432,0.125734811,0.60899104,0.143085821,0.27680295,0.51329633,0.015665886,0.010728813,13.21998513,1.593080327,7.114429259
europe,swed013,62.07,14.33,550,1846,1978,132,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.150441869,-3.98,0.381475547,15,728.572643,5,89,,0.322396703,0.131994662,0.659334654,0.165628747,0.302404592,0.709473856,0.010173168,0.010387848,13.21788759,1.627922521,6.139176284
europe,swed014,62.5,13.98,800,1782,1978,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.177680062,-3.98,0.350957504,17,8.439231828,5,89,,0.22135661,0.192407057,0.462744962,0.151706796,0.253441394,2.523856388,0.009361784,0.00994209,14.90880018,1.747744853,10.31087836
europe,swed015,63.42,13.18,700,1818,1978,160,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.179796124,-3.98,0.183108263,18,532.8865841,5,89,0.192932067,0.247636054,0.181166535,0.462575318,0.176585391,0.210857326,2.212659111,0.005995061,0.006158767,18.07551979,1.912701846,18.57392817
europe,swed016,59.47,12.4,250,1775,1978,203,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.178237697,-3.608966667,0.656137942,19,985.6219141,6,42,0.514682703,0.67359228,0.086460478,0.580381457,0.144354754,0.332449192,0.630948928,0.016544188,0.017983578,13.11816004,1.581578192,7.094584908
europe,swed017,66.07,17.98,600,1634,1978,344,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.239451133,-3.98,0.183108263,15,0,5,89,,0.174894831,0.244711536,0.582178483,0.148549997,0.324749428,0.870550075,0.009143069,0.006568776,17.3905167,2.00361384,16.06938697
europe,swed019,68.23,19.67,400,441,1980,1539,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.165342006,-3.608966667,0.381475547,,652.8763117,5,89,,0.12203451,0.580886551,0.283209917,0.138711693,0.302583297,1.40537388,0.058762634,0.006514578,25.50866669,2.296684474,22.28167713
europe,swed020,68.23,19.67,400,1400,1980,580,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.166936103,-3.608966667,0.381475547,,652.8763117,5,89,,0.12203451,0.580886551,0.283209917,0.138711693,0.302583297,1.40537388,0.058762634,0.006514578,25.50866669,2.296684474,22.28167713
europe,swed022,56.5,15,50,1127,1987,860,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.207946411,-3.608966667,1.220721752,,607.9361309,5,89,0.20035656,1.19608192,0.071847891,0.34729483,0.132915733,0.318149933,0.361338204,0.045663828,0.030975591,14.05196326,1.43487794,7.42582635
europe,swed308,59.28,18.3,10,1733,2003,270,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.154892447,-3.608966667,1.510643168,18,309.8869978,6,42,0.26476792,152.0574464,0.091231751,0.324392634,0.160068117,0.369798516,0.315752669,0.044032943,0.024822476,16.02368749,1.665644986,9.165666306
europe,swit102,46.6,8.07,1370,1859,1974,115,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.129068589,-3.98,0.183108263,,0,,0,,0.300172847,0.063646863,0.14294343,0.143475945,0.31537156,0.628331372,0.019366876,0.01986179,17.99038088,1.390979206,15.16393488
europe,swit103,47.05,8.48,1600,1840,1975,135,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.125320535,-3.98,2.532997635,,420.1351827,5,32,0.199931758,0.366829556,0.06754358,0.171022471,0.136628673,0.338209179,1.090481836,0.018755843,0.017648739,20.67365339,1.438214911,17.39736634
europe,swit104,47.03,8.48,1400,1805,1975,170,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.118110561,-3.98,0,,402.8856106,5,32,-0.216866087,0.366829556,0.06754358,0.171022471,0.136628673,0.338209179,1.090481836,0.018755843,0.017648739,20.67365339,1.438214911,17.39736634
europe,swit105,47.13,7.07,1500,1839,1974,135,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.15826734,-3.98,2.121004044,,316.8550803,1,55,0.221657275,0.244316213,0.061458921,0.174722,0.127043247,0.382965485,8.970422774,0.016764013,0.017508969,20.43921863,1.478305554,16.19636692
europe,swit106,47.12,7.08,1400,1845,1975,130,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.190498398,-3.98,3.036545357,,289.5997143,1,55,0.215810187,0.243431482,0.061129762,0.173502443,0.126193427,0.381053599,8.871181164,0.017166968,0.017395636,20.43921863,1.478305554,16.19636692
europe,swit107,46.8,9.68,1940,1690,1975,285,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.136948654,-3.98,0.854505226,27,290.0346275,4,61,,4.667201385,0.083770999,0.143851751,0.162784977,0.326814444,0.390260946,0.018407264,0.01807026,17.64972839,1.323016341,12.7376607
europe,swit108,46.8,9.68,2000,1785,1975,190,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.149047134,-3.98,0.854505226,27,290.0346275,4,61,,4.667201385,0.083770999,0.143851751,0.162784977,0.326814444,0.390260946,0.018407264,0.01807026,17.64972839,1.323016341,12.7376607
europe,swit109,46.4,8.02,2000,1788,1974,186,PICE,Gymnosperm,Pinaceae,Pinus,Pinus cembra,Humid,0.13423249,-3.34,0.335698482,23,0,6,101,0.269328033,0.334610846,0.120925836,0.116184548,0.136159755,0.285364895,0.218767338,0.017287142,0.016768903,17.99038088,1.390979206,15.16393488
europe,swit110,46.4,8.02,2000,1778,1974,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.127765853,-3.98,0.335698482,23,0,6,101,,0.334610846,0.120925836,0.116184548,0.136159755,0.285364895,0.218767338,0.017287142,0.016768903,17.99038088,1.390979206,15.16393488
europe,swit112,46.42,7.32,1500,1701,1976,275,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.134294642,-3.98,0.091554131,21,427.6274647,4,61,,0.75310503,0.077909402,0.129243165,0.143088495,0.358285216,0.542503342,0.016859256,0.018507417,18.67508907,1.363270611,15.32264361
europe,swit113,46.3,7.62,840,1822,1980,158,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.213447617,-3.65,1.235980774,28,402.4516642,,0,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit114,46.3,7.62,840,1773,1980,207,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.287011654,-3.98,1.235980774,28,402.4516642,,0,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit115,46.3,7.62,840,1816,1981,165,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.21007564,-3.65,1.235980774,28,402.4516642,,0,,2.009866504,0.082934306,0.118073257,0.148411721,0.329032475,0.369165637,0.032995692,0.018785003,18.67508907,1.363270611,15.32264361
europe,swit116,46.33,7.63,1230,1876,1980,104,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.182606829,-3.65,0.091554131,28,271.0901027,1,67,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit117,46.33,7.63,1230,1810,1980,170,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.223207701,-3.98,0.091554131,28,271.0901027,1,67,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit118,46.33,7.63,1230,1809,1981,172,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.207976686,-3.65,0.091554131,28,271.0901027,1,67,0.171263418,2.009866504,0.082934306,0.118073257,0.148411721,0.329032475,0.369165637,0.032995692,0.018785003,18.67508907,1.363270611,15.32264361
europe,swit119,46.33,7.63,1240,1868,1980,112,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.153418893,-3.65,0.091554131,28,271.0901027,1,67,0.268255181,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit120,46.33,7.63,1240,1788,1980,192,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.179541816,-3.98,0.091554131,28,271.0901027,1,67,0.284880513,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,18.67508907,1.363270611,15.32264361
europe,swit121,46.3,7.83,1510,1812,1980,168,ABAL,Gymnosperm,Pinaceae,Abies,Abies alba,Humid,0.111039338,-3.65,0.167849241,28,370.9588328,6,101,,2.002524984,0.083454854,0.118532843,0.147311127,0.32987304,0.371147247,0.033190731,0.018899788,17.99038088,1.390979206,15.16393488
