Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),EWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
asia,ael1,47.25,120.4,1183,1939,2013,74,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.320316522,,0.793469,0,475.643,1,47,0.96,0.103669432,0.095329352,0.142164771,0.197536198,0.227957744,0.520229869,0.036319723,0.01804981,16.1090782,2.002505925,10.86028754
usa,ak006,63.67,-149.58,750,1554,1983,429,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.137166042,-4.295330766,0.366216526,17,183.5167987,6,85,-0.215773634,0.148290013,0.131071666,0.357813069,0.120601036,0.479486488,0.358073398,0.06181901,0.044621918,22.70630192,2.536187951,24.64739889
usa,ak007,61.33,-149.58,100,1770,1983,213,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.191038079,-4.295330766,0.183108263,,344.1238039,1,64,0.512660847,0.230382071,0.131639602,0.376393816,0.129647138,0.430657444,0.390631947,0.053951476,0.038942719,16.6769065,1.90980017,13.84365591
usa,ak008,60.5,-149.5,100,1664,1983,319,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.200905245,-3.85,0.183108263,20,16.32390682,6,85,0.523283892,0.235637692,0.178798645,0.414934431,0.157694521,0.289051835,0.639624252,0.052207267,0.040482012,20.61669716,1.976031038,17.66334906
usa,ak009,62.83,-143.92,600,1696,1983,287,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.158969834,-4.295330766,0.091554131,,92.05776142,2,24,0.435403984,0.126304898,0.335772144,0.309660323,0.140202006,8.051872292,0.517937123,0.054893666,0.044114939,23.13249385,2.711629246,23.60585483
usa,ak010,61.83,-147.33,960,1654,1983,329,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.147629206,-4.295330766,0.656137942,,110.4501422,6,85,,0.153974478,0.219122047,0.447840676,0.163886191,0.313367547,0.720865176,0.053893399,0.037314436,24.91031237,2.676896689,24.50899658
usa,ak011,61.33,-145.25,300,1792,1983,191,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.144512216,-4.295330766,0.183108263,,0,6,85,0.28165468,0.175808186,0.158069311,0.571765355,0.159966752,0.331776166,0.551799282,0.0536969,0.039773558,18.89694046,2.253922308,22.21906471
usa,ak012,62.83,-141.33,600,1795,1983,188,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.250561912,-4.295330766,0.381475547,16,397.9045087,1,55,0.494756742,0.132716793,0.229035013,0.997399864,0.148205076,0.56229547,0.361243635,0.051029314,0.035176474,16.9513556,2.033407898,15.49282595
usa,ak013,64.83,-148.17,99,1769,1983,214,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.172603299,-4.295330766,1.037613489,15,530.2717001,1,24,0.376980942,0.128746065,0.148350004,0.296327947,0.131443834,0.919471819,0.280854696,0.058731445,0.037980193,10.48938013,1.671957496,6.779539916
usa,al002,31.02,-87.25,63,1814,1995,181,PIPA,Gymnosperm,Pinaceae,Pinus,Pinus palustris,Humid,0.174979671,,4.50141146,21,265.3717231,1,14,,0.08481329,0.025174678,0.138819947,0.110944551,0.503790096,15.54941944,0.028489797,0.016443912,14.32763558,1.306009552,11.00773781
europe,alb004,41,19.4833,3,1949,2010,61,PIHA,Gymnosperm,Pinaceae,Pinus,Pinus halepensis,Humid,0.105579636,-3.11,0.671396963,,1182.445542,3,40,-0.280194864,0.056731094,0.04157095,0.093051897,0.101504141,,,0.048217805,0.023195457,16.83600482,1.531576085,18.00597196
europe,alb005,41,19.4833,3,1862,2010,148,PIPN,Gymnosperm,Pinaceae,Pinus,Pinus pinea,Humid,0.145448957,-3.65,0.671396963,,1182.445542,3,40,0.410309685,0.072663351,0.042045318,0.099074471,0.100160975,,,0.036144628,0.017957248,16.83600482,1.531576085,18.00597196
asia,all2,51.77,122.1,757,,2013,,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.315575439,,0.183108,15,564.064,1,45,0.965116279,0.067084827,0.108526455,0.151464878,0.114832984,0.564718763,1.384973333,0.035455584,0.020242147,13.10911476,1.711130487,7.067071393
usa,ar027,34.8,-92.93,300,1667,1980,313,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.157767612,-3.21,7.095445182,23,593.1376701,1,16,0.170844634,0.105759729,0.035380794,0.113920062,0.108784868,0.983711576,0.93466368,0.029984627,0.016307545,15.37945588,1.491413019,13.93117177
usa,ar063,36.07,-92.25,274,1743,1980,237,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.188203076,-3.21,11.30693523,24,555.0235688,1,16,0.269543667,0.144810074,0.043719803,0.125189416,0.123241321,1.321764451,1.002915844,0.030624196,0.019663407,16.35810151,1.504492515,13.56648667
usa,ar067,36.2,-92.37,274,1764,1976,212,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.254422705,-3.21,17.04432746,24,533.3668661,1,16,0.438249328,0.135200798,0.043095735,0.127338827,0.123538396,1.330431887,1.008987079,0.018115079,0.019743016,16.35810151,1.504492515,13.56648667
europe,aust005,47.03,13.63,1800,1838,1975,137,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.12670028,-3.98,0.381475547,,552.0738978,1,32,0.21839187,5.985519861,0.096749956,0.156338316,0.222943612,0.345695209,0.438986407,0.017813723,0.017673159,15.64227836,1.417035402,11.15849028
europe,aust006,47.78,15.3,1380,1832,1975,143,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.123272608,-3.98,1.266498817,27,244.216343,3,47,0.309816212,0.578662892,0.053090831,0.192509688,0.124320119,0.458308122,2.454829729,0.02246363,0.018968056,21.91515984,1.811451595,18.60013562
europe,aust007,47.13,11.28,1850,1745,1975,230,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.14347593,-3.98,0.183108263,24,190.4672937,1,32,,0.524802612,0.072648744,0.177834784,0.156859987,0.430797762,0.915963177,0.018422291,0.018790073,16.40422305,1.448939127,10.96912941
europe,aust008,47.13,11.28,1850,1822,1975,153,PICE,Gymnosperm,Pinaceae,Pinus,Pinus cembra,Humid,0.139707686,-3.34,0.183108263,24,190.4672937,1,32,0.504552449,0.524802612,0.072648744,0.177834784,0.156859987,0.430797762,0.915963177,0.018422291,0.018790073,16.40422305,1.448939127,10.96912941
europe,aust109,48.12,16.25,350,1840,1995,155,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.197523362,-2.8,0.671396963,,241.4473993,3,67,0.258948955,0.385880836,0.056938442,0.174883719,0.143967556,1.371157371,0.43523286,0.040397114,0.022058426,20.84460756,1.852460148,20.26246636
europe,aust110,48.12,16.25,582,1804,1995,191,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.280053954,-2.8,0.671396963,,241.4473993,3,67,0.279441095,0.385880836,0.056938442,0.174883719,0.143967556,1.371157371,0.43523286,0.040397114,0.022058426,20.84460756,1.852460148,20.26246636
europe,aust111,48.12,16.25,450,1766,1995,229,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.288535167,-2.8,0.671396963,,241.4473993,3,67,0.23354652,0.385880836,0.056938442,0.174883719,0.143967556,1.371157371,0.43523286,0.040397114,0.022058426,20.84460756,1.852460148,20.26246636
europe,aust113,48.5,16.4,220,1748,2011,263,QUSP,Angiosperm,Fagaceae,Quercus,Quercus spp.,Arid,0.095419037,,4.959182116,,0,3,55,0.202353614,0.385629247,0.063421527,0.172492353,0.155060187,1.351430312,0.42363709,0.039331805,0.025170773,22.5218731,1.86082997,19.34076333
usa,az551,31.85,-109.3,2790,1703,1983,280,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.19498561,,1.220721752,28,1051.534273,3,47,,0.071355026,0.03439273,0.069471019,0.046608784,0.178735397,0.056648247,0.044703806,0.018167488,19.10527012,1.421768499,8.811880562
usa,az552,31.85,-109.3,2790,1828,1983,155,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.250427154,-4.906946696,1.220721752,28,1051.534273,3,47,0.317700467,0.071355026,0.03439273,0.069471019,0.046608784,0.178735397,0.056648247,0.044703806,0.018167488,19.10527012,1.421768499,8.811880562
usa,az553,35.43,-111.6833,3150,1453,1983,530,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.113139075,-4.906946696,1.037613489,14,214.084108,1,66,,0.330883266,0.058919228,0.095581803,0.056158845,0.555808116,0.096545927,0.041348476,0.020449013,22.74041469,1.831296324,11.09708615
usa,az554,33.97,-109.55,2940,1556,1983,427,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.212512646,,6.363012131,15,476.0053231,3,66,,0.257593636,0.048482228,0.08283142,0.046831758,0.260578576,0.086999036,0.043325846,0.017179259,16.07617482,1.449775175,9.32702009
usa,az555,32.45,-110.78,2700,1568,1983,415,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.276830073,,4.394598306,,1224.175847,3,47,,0.072946799,0.040515701,0.078100997,0.057762017,0.330348487,0.064397957,0.041504115,0.015357621,18.99976634,1.202592646,8.721661154
europe,brit015,57,-3.58,500,1706,1976,270,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.168368419,-3.608966667,0.381475547,,79.85864821,3,78,0.258636023,0.304669242,0.07216947,0.210006535,0.125583938,0.234310679,1.722875715,0.006789455,0.009342979,17.19201004,1.543411378,15.35289457
europe,brit016,57.5,-5.62,12,1847,1978,131,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.147827634,-3.608966667,0.091554131,10,520.8999449,1,45,0.572117038,0.108939708,0.050269811,0.145882516,0.120872455,0.180791352,0.37549011,0.007571952,0.010362265,13.90687782,1.215013677,11.02394773
europe,brit017,56.95,-3.32,381,1712,1978,266,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.138993239,-3.608966667,0.152590219,,55.48792103,6,34,0.303418915,0.313693619,0.071763224,0.204127017,0.132551165,0.228366996,1.467015049,0.006687175,0.009149327,16.0884333,1.566546475,12.08960077
europe,brit018,57.52,-5.33,100,1756,1978,222,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.138714,-3.608966667,0.183108263,16,52.56375532,1,45,0.576127191,0.109597446,0.053580964,0.160886196,0.119277555,0.163141437,0.430200043,0.006885953,0.009455477,13.90687782,1.215013677,11.02394773
europe,brit019,50.95,-1.68,100,1843,1976,133,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.145501482,-3.608966667,6.912336919,13,337.536776,4,37,,0.118642992,0.047892227,0.156094164,0.134965715,0.333186587,0.590709462,0.013206538,0.013412431,22.0791934,1.923894174,20.36730524
europe,brit020,57.02,-3.57,457,1773,1978,205,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.128338045,-3.608966667,0.091554131,22,96.50983985,3,78,0.218791928,0.141625085,0.05744145,0.226367977,0.136733228,,,0.00654244,0.009222758,16.0884333,1.566546475,12.08960077
europe,brit021,56.6333,-3.35,200,1828,1976,148,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.167872443,-3.608966667,0.183108263,,126.2546706,1,55,0.408996675,0.314112252,0.072471326,0.204145722,0.133726605,0.23031216,1.456283717,0.006683288,0.009091851,17.19201004,1.543411378,15.35289457
europe,brit022,56.98,-3.5,400,1849,1976,127,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.160150485,-3.98,0.381475547,,263.8252006,3,78,,0.304669242,0.07216947,0.210006535,0.125583938,0.234310679,1.722875715,0.006683288,0.009091851,16.0884333,1.566546475,12.08960077
europe,brit023,56.98,-3.5,400,1846,1976,130,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.222871748,-3.66,0.381475547,,263.8252006,3,78,,0.304815673,0.070391285,0.210507392,0.12482468,0.234021806,1.621312964,0.006589742,0.009084012,16.0884333,1.566546475,12.08960077
europe,brit024,57.28,-4.92,300,1735,1976,241,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.128320735,-3.608966667,0.183108263,16,0,1,45,,0.245689913,0.065850114,0.269172424,0.116491399,0.184773632,0.469236262,0.007121862,0.00965145,15.72319834,1.256809044,17.50591049
europe,brit026,57.53,-5.35,250,1671,1978,307,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.149038922,-3.608966667,0.183108263,16,67.78661819,1,45,0.513428311,0.109597446,0.053580964,0.160886196,0.119277555,0.163141437,0.430200043,0.006885953,0.009455477,13.90687782,1.215013677,11.02394773
europe,brit048,57.33,-5.67,100,1879,1976,97,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.139201061,-3.608966667,0.091554131,10,0,1,45,0.417116795,0.109704993,0.050560792,0.14565769,0.120412973,0.181441132,0.352905718,0.007562167,0.009940442,13.90687782,1.215013677,11.02394773
europe,brit049,56.97,-5.75,20,1903,1976,73,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.124313323,-3.608966667,0,,127.7374269,1,45,0.274753214,0.14615859,0.053101283,0.196850399,0.106177898,0.197900519,0.278783941,0.008345463,0.010900331,13.51933809,1.074146894,11.92033764
europe,bulg001,41.77,23.38,1920,1721,1981,260,PILE,Gymnosperm,Pinaceae,Pinus,Pinus leucodermis,Humid,0.151551554,,4.486152438,14,406.8265473,3,55,,0.840362615,0.05821826,0.073879968,0.079903441,0.928213822,0.916635063,0.033110867,0.014359015,16.066184,1.608423776,12.33468033
europe,bulg002,42.73,25.33,1300,1922,1981,59,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Arid,0.204156318,-3.98,2.548256657,30,593.765505,3,39,0.283114423,0.29848745,0.04464863,0.16000292,0.116638946,0.673313503,0.369780614,0.041348074,0.019916432,18.04518004,1.64550825,14.21517986
usa,ca556,37.17,-118.47,2850,1548,1983,435,PICO,Gymnosperm,Pinaceae,Pinus,Pinus contorta,Arid,0.180713202,-3.673381338,4.959182116,,86.64036264,4,16,0.188289146,0.647638341,0.076395619,0.095003495,0.060237823,2.620986795,0.105684498,0.037539184,0.014746115,16.32099718,1.620692213,16.51011399
usa,ca557,40.45,-121.52,2550,1525,1983,458,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.192672189,,0.854505226,21,244.4909656,4,16,,0.177289564,0.061053343,0.155943098,0.092633984,0.501012471,0.200328375,0.034772755,0.014394207,12.97001825,1.37168967,8.490776777
usa,ca558,40.75,-123.67,1560,1642,1983,341,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.134080222,,1.20546273,31,525.7384099,1,19,0.225294823,0.109835695,0.049560614,0.096673753,0.080395957,0.34237546,0.341555223,0.032394394,0.015318119,12.80115064,1.324730026,8.329501231
usa,ca559,39.1,-120.27,2280,1712,1983,271,ABMA,Gymnosperm,Pinaceae,Abies,Abies magnifica,Humid,0.18285058,,1.159685664,23,293.9792108,4,16,0.445496122,0.49222672,0.079573478,0.104002865,0.082893664,0.876716798,0.121196793,0.037429635,0.014712811,12.57873074,1.32806055,8.18854047
usa,ca560,37.8,-119.25,3000,1513,1983,470,PICO,Gymnosperm,Pinaceae,Pinus,Pinus contorta,Arid,0.152070238,-3.673381338,1.800564584,,232.4332127,4,16,,5.112793798,0.102696293,0.105087633,0.069344994,0.860012596,0.153413926,0.03831501,0.014804782,13.81127957,1.550875986,12.3271345
canada,cana038,51.62,-95.83,1000,1822,1988,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.173908563,-4.295330766,0.091554131,15,737.9467903,1,46,0.247415377,0.131586028,0.107220326,0.423326468,0.131987328,0.371331946,0.330162695,0.037618692,0.018293971,12.89177404,1.556114392,7.940335783
canada,cana039,53.5,-96.38,860,1819,1988,169,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.129138367,-5.297716667,0,13,0,4,46,0.17099761,0.106279099,0.116340287,0.387387245,0.119212311,0.297465425,0.268498628,0.038773279,0.016469334,12.39095125,1.576887279,6.893536425
canada,cana041,50.4,-91.45,1300,1813,1988,175,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.155169465,-4.295330766,2.777141985,,715.057513,5,98,0.220947532,0.129877821,0.115235146,0.496905105,0.133702259,0.281390975,0.885496863,0.036056658,0.021318335,12.10535399,1.440215183,5.041212361
canada,cana042,50.3,-89.05,1120,1834,1988,154,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.176048223,-4.295330766,0.183108263,14,499.4191948,3,98,0.425625418,0.114297404,0.120208327,0.483398048,0.13484408,0.216335042,1.185715261,0.037882585,0.022485752,12.09431498,1.516488642,5.088212849
canada,cana043,50.3,-89.05,1120,1843,1988,145,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.145197894,-4.295330766,0.183108263,14,499.4191948,3,98,0.298867667,0.114297404,0.120208327,0.483398048,0.13484408,0.216335042,1.185715261,0.037882585,0.022485752,12.09431498,1.516488642,5.088212849
canada,cana044,62.17,-119.13,620,1850,1988,138,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.12736961,-5.297716667,0,,0,,0,,0.090122538,0.186920925,0.641416484,0.120944857,0.291668677,0.164516903,0.049491858,0.019368876,21.83987583,2.637260243,19.66735516
canada,cana045,62.17,-119.13,620,1841,1988,147,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.144281537,-5.297716667,0,,0,,0,,0.090122538,0.186920925,0.641416484,0.120944857,0.291668677,0.164516903,0.049491858,0.019368876,21.83987583,2.637260243,19.66735516
canada,cana046,62.45,-116.13,700,1795,1988,193,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.118504247,-4.295330766,0,,0,5,49,0.351094851,0.091116019,0.219428954,0.793952194,0.13358974,0.281217415,0.136482027,0.049231412,0.017051927,17.00491471,2.231861971,14.15253565
canada,cana047,61.17,-117.37,500,1829,1988,159,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.162244471,-4.295330766,0,,130.6031361,,0,0.510256072,0.104991118,0.194075952,0.607225453,0.135230165,0.333996916,0.163298921,0.048100888,0.017892583,13.21390785,1.661379937,6.480847418
canada,cana048,61.68,-120.72,375,1821,1988,167,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.182794934,-4.295330766,0,19,538.0444305,5,49,0.334150525,0.094375227,0.173052244,0.615114919,0.122736003,0.392188157,0.259963451,0.049621315,0.021423903,12.68525242,1.630293112,5.791675633
canada,cana049,54.2,-61.57,1500,1790,1988,198,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.135956141,-4.295330766,0.946059358,10,414.4419567,6,85,0.269341337,0.112239162,0.275965812,1.162395024,0.154075338,0.149678365,0.889783226,0.044692099,0.02417596,16.06961001,1.674069205,13.02828913
canada,cana050,53.48,-58.67,1500,1709,1988,279,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.225022746,-4.295330766,1.510643168,7,534.2146801,6,85,0.188769509,0.137477513,0.232166305,0.62394041,0.170523556,0.143942204,0.624288296,0.046499449,0.019417694,17.80360774,2.021078741,16.5087444
canada,cana051,53.48,-58.67,1500,1794,1988,194,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.148372643,-4.295330766,1.510643168,7,534.2146801,6,85,,0.137477513,0.232166305,0.62394041,0.170523556,0.143942204,0.624288296,0.046499449,0.019417694,17.80360774,2.021078741,16.5087444
canada,cana052,62.45,-116.13,700,1759,1988,229,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.09657936,-4.295330766,0,,0,5,49,0.248219182,0.091116019,0.219428954,0.793952194,0.13358974,0.281217415,0.136482027,0.049231412,0.017051927,17.00491471,2.231861971,14.15253565
canada,cana053,62.68,-110.97,1400,1610,1988,378,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.149359026,-4.295330766,0.183108263,,99.34457287,5,21,,0.07710408,0.738187579,1.197029979,0.196344285,0.210950035,0.239721023,0.049290965,0.014688689,22.43932523,2.90897022,21.88961303
canada,cana054,50.03,-71.48,1400,1829,1988,159,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.144246694,-5.297716667,0.183108263,10,406.1168932,5,98,0.341083988,0.096647108,0.126981639,0.356542281,0.080709256,0.19131989,1.353209875,0.044648407,0.016743045,11.92137732,1.422847956,5.436575569
canada,cana055,50.17,-68.17,1000,1719,1988,269,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.129615678,-5.297716667,0.366216526,14,586.4771117,5,98,0.307199877,0.106181085,0.116265899,0.313070697,0.088800857,0.173762975,0.91676009,0.040049525,0.015647152,11.96529787,1.387494322,5.497089924
canada,cana056,50.17,-68.17,1000,1832,1988,156,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.146372637,-4.295330766,0.366216526,14,586.4771117,5,98,0.310996926,0.106181085,0.116265899,0.313070697,0.088800857,0.173762975,0.91676009,0.040049525,0.015647152,11.96529787,1.387494322,5.497089924
canada,cana057,61.68,-120.72,375,1807,1988,181,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.273267142,-4.295330766,0,19,538.0444305,5,49,,0.094375227,0.173052244,0.615114919,0.122736003,0.392188157,0.259963451,0.049621315,0.021423903,12.68525242,1.630293112,5.791675633
canada,cana058,62.17,-110.08,850,1818,1988,170,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.172497839,-4.295330766,0,13,0,5,21,,0.084762532,0.432466545,0.831511897,0.190645604,0.257553218,0.212258631,0.049272257,0.015059769,15.5136617,1.975284464,12.41507679
canada,cana059,62.73,-111.63,1350,1853,1988,135,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.152094936,-5.297716667,0,10,189.9627069,5,21,,0.077591662,0.698504485,1.278727486,0.196492886,0.195260334,0.233609614,0.049329588,0.015246231,21.77127616,2.861309668,20.91021874
canada,cana060,58.67,-93.48,50,1690,1988,298,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.148699134,-4.295330766,0.167849241,,53.55823285,1,45,-0.298770288,,,,,,,0.041488951,0.017414938,20.40424863,2.79704876,19.80462026
canada,cana061,56.23,-67.72,1000,1821,1988,167,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.151138543,-5.297716667,0,,0,6,42,,0.091670009,0.3802635,0.660753831,0.132224869,0.206982168,1.846000628,0.040939386,0.01859462,19.37507002,2.181201275,15.75093203
canada,cana062,56.23,-67.72,1000,1659,1988,329,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.127569646,-5.297716667,0,,0,6,42,,0.091670009,0.3802635,0.660753831,0.132224869,0.206982168,1.846000628,0.040939386,0.01859462,19.37507002,2.181201275,15.75093203
canada,cana063,55.28,-67.12,1200,1695,1988,293,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.125389417,-4.295330766,0,7,290.5677455,6,42,0.200475239,0.089342384,0.372879672,0.603564525,0.130285673,0.181064295,3.268003652,0.040579862,0.019708463,18.84881563,2.068725571,15.83512724
canada,cana064,55.28,-67.12,1200,1841,1988,147,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.133810414,-5.297716667,0,7,290.5677455,6,42,,0.089342384,0.372879672,0.603564525,0.130285673,0.181064295,3.268003652,0.040579862,0.019708463,18.84881563,2.068725571,15.83512724
canada,cana065,52.03,-77.85,450,1795,1988,193,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.124262864,-5.297716667,0,9,0,1,45,0.423344176,0.099717616,0.164682917,0.540286002,0.119191785,0.191374105,0.568254486,0.041103213,0.020975109,12.80564536,1.688501452,7.437229637
canada,cana066,54.58,-77.57,450,1748,1988,240,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.104211286,-5.297716667,0.183108263,7,60.23622845,3,98,,0.099867407,0.4915927,0.454643736,0.214190164,0.255792291,2.540644884,0.042558427,0.016541655,17.77383877,2.114576214,15.36242823
canada,cana067,54.58,-77.57,450,1743,1988,245,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.118491827,-5.297716667,0.183108263,7,60.23622845,3,98,0.2065283,0.099867407,0.4915927,0.454643736,0.214190164,0.255792291,2.540644884,0.042558427,0.016541655,17.77383877,2.114576214,15.36242823
canada,cana068,52.02,-82.9,200,1870,1988,118,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.129144817,-5.297716667,0.183108263,8,385.4712334,1,45,0.285018975,0.097739686,0.142080099,0.452102413,0.110435745,0.209776089,0.613682216,0.042535953,0.026255057,16.12353987,2.081679276,13.21925414
canada,cana069,58.67,-93.48,50,1783,1988,205,LALA,Gymnosperm,Pinaceae,Larix,Larix laricina,Humid,0.234491846,,0.167849241,,53.55823285,1,45,,,,,,,,0.041488951,0.017414938,20.40424863,2.79704876,19.80462026
canada,cana070,60.03,-100.43,1055,1768,1988,220,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.132278043,-5.297716667,0.183108263,10,92.40416861,5,98,,0.058872922,0.791020507,6.251150877,0.167362858,0.163443427,0.296428238,0.043285398,0.014656862,21.63970355,3.059378651,21.67138079
canada,cana071,55.73,-76.15,1000,1786,1988,202,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.11788566,-5.297716667,0.183108263,,145.2341196,6,85,0.174640922,0.089808575,0.570895317,0.468923435,0.153060996,0.196739989,1.401373833,0.043338028,0.015428437,19.61384555,2.486902346,16.90503396
canada,cana072,57.22,-71.5,500,1743,1988,245,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.148413693,-5.297716667,0.183108263,6,0,6,42,,0.083386855,2.759453109,0.717525872,0.148792753,0.202924683,12.6352069,0.042100733,0.015941751,22.2049288,2.574392765,17.52619328
canada,cana073,57.22,-71.5,500,1852,1988,136,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.143030139,-5.297716667,0.183108263,6,0,6,42,0.160805253,0.083386855,2.759453109,0.717525872,0.148792753,0.202924683,12.6352069,0.042100733,0.015941751,22.2049288,2.574392765,17.52619328
canada,cana074,60.28,-115.27,803,1842,1988,146,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.167091896,-4.295330766,0,10,0,,0,0.388471248,0.122783553,0.217837052,0.640994449,0.170920613,0.486504235,0.237714889,0.047055691,0.019674673,14.85516339,1.797702836,9.58976673
canada,cana075,50.02,-74.45,1200,1797,1988,191,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.164509984,-5.297716667,0.183108263,10,0,3,98,0.379591824,0.107280477,0.137546653,0.389332104,0.113398858,0.182317174,61.06403469,0.045385537,0.02074556,12.29210251,1.580381646,7.119371644
